customerId,date,itemId,quantity
1737575248,10/01/2013,228523894,0.422
1127500068,10/01/2013,228523894,1.06
1441363482,10/01/2013,228523894,1.018
1709874391,10/01/2013,228523894,1.822
553251645,10/01/2013,228523894,0.958
1044898339,10/01/2013,228523894,1.712
1169030342,10/01/2013,228523894,2.035
1302479949,10/01/2013,228523894,1.312
425561653,10/01/2013,228523894,1.856
